Count of Invoice,Type of Request,REQUEST ID,CREATED BY,CREATED ON,BRANCH NAME,SUPPLIER CODE,NAME,COUNTRY,CURRENCY,TYPE OF REQUEST,Amount,TASK START,Actioned Date,Request Received Stage,Request received date,Completed Date,Status of Request,Pending Reason,Pending With Approver/Requestor,QC Status,Audited By,Auditor Comments,Ageing-SLA-FPY,Ageing-SLA-2,Ageing of Re-work Days,Ageing of Re-work,Month,Unnamed: 28, Amount 
1.0,Check Request,713767,Robert Thomas,2024-06-13 00:00:00,7868 - CARMENTON,nL71AK-314,Ellis-Hamilton,United States,USD,Marketing (i.e. Taxes),1000,2024-06-14 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
2.0,Check Request,420894,Melissa Santos,2024-06-13 00:00:00,5387 - Faithside,HX26kR-192,Shaw LLC,United States,USD,Account on Hold - Invoice NOT in J&E,84259.5,2024-06-14 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Union,952243,Brian Porter,2024-06-14 00:00:00,4950 - West Coreybury,Qx79cq-307,King-Powell,United States,USD,Union,532.89,2024-06-14 00:00:00,2024-06-14 00:00:00,AP Processing,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,631563,Donald Cruz,2024-06-13 00:00:00,5536 - REBECCAFORT,OC75tR-709,"Hester, Munoz and Mitchell",United States,USD,Account on Hold - Invoice NOT in J&E,1500,2024-06-14 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,145124,Angela Ramirez,2024-06-13 00:00:00,6346 - Port Jacquelineland,ub14gR-174,"Stevens, Schultz and Rogers",United States,USD,Account on Hold - Invoice NOT in J&E,3275.96,2024-06-14 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,110486,Kathleen Roy,2024-06-14 00:00:00,1545 - South Kristine,pe15Jx-959,"Long, Kim and Garcia",United States,USD,Legal Obligations (i.e. Taxes),594.76,2024-06-14 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,TRANS INTERNATIONAL,799901,Andrew Harris,2024-06-14 00:00:00,8536 - North Cindychester,fz71rq-975,Phillips PLC,United States,USD,FRIGHT,8657.02,2024-06-14 00:00:00,2024-06-14 00:00:00,Trans International,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,875650,Jeffrey Williams,2024-06-12 00:00:00,6199 - Lake Robertohaven,tU78qm-589,"Nguyen, Smith and Hood",United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,65917,2024-06-15 00:00:00,2024-06-14 00:00:00,Back to Originator,2024-06-14 00:00:00,2024-06-14 00:00:00,PENDING,Supplier # 2040086 restricted - please share SMR to vendor master team to un restric the vendor or provide alternative vendor # for the same.,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Check Request,675643,Joshua Bailey,2024-06-12 00:00:00,6440 - Port Kellyland,VX97Tb-621,Stewart LLC,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,779987,2024-06-15 00:00:00,2024-06-14 00:00:00,verification,2024-06-14 00:00:00,2024-06-14 00:00:00,COMPLETED,Epicor Branch Invoice - Awaiting to process,,Pass,Prashanth,Passed,0.0,,,,Jun-24,0.0,
1.0,Check Request,819988,Lee Barry,2024-06-13 00:00:00,3713 - mosleychester,Xw89VT-748,Williams-Gamble,United States,USD,Utility,486,2024-06-15 00:00:00,2024-06-17 00:00:00,verification,2024-06-17 00:00:00,2024-06-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Check Request,981912,Susan Patrick,2024-06-14 00:00:00,2043 - DAVISFORT,UU42JR-084,"Vargas, Boone and Daniel",United States,USD,Legal Obligations (i.e. Taxes),3649314.72,2024-06-15 00:00:00,2024-06-18 00:00:00,,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,0.0,
1.0,Union,832610,Nicole Peterson,2024-06-14 00:00:00,7429 - Cohenview,Ma13rF-951,"Clark, Hall and Garcia",United States,USD,Union,20540.41,2024-06-17 00:00:00,2024-06-17 00:00:00,AP Processing,2024-06-17 00:00:00,2024-06-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,126723,Jessica Patterson,2024-06-14 00:00:00,4256 - north robert,oa71Hw-867,"Olson, Smith and Wood",United States,USD,Union,240,2024-06-17 00:00:00,2024-06-17 00:00:00,AP Processing,2024-06-17 00:00:00,2024-06-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,549601,Nancy Brown,2024-06-17 00:00:00,3990 - WILLIAMSTOWN,NO62lr-623,Mcknight Ltd,United States,USD,Engie Bills,6089.8,2024-06-17 00:00:00,2024-06-17 00:00:00,Engie Portal,2024-06-17 00:00:00,2024-06-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,763461,James Griffith,2024-06-17 00:00:00,6290 - Joystad,Qc15fD-134,"Smith, Herrera and Garrett",United States,USD,Engie Bills,14641.52,2024-06-17 00:00:00,2024-06-17 00:00:00,Engie Portal,2024-06-17 00:00:00,2024-06-17 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,635837,Shannon Hurley,2024-06-17 00:00:00,4534 - West Yolanda,OS49Bq-713,Harris Inc,United States,USD,Union,3466,2024-06-17 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Union,255200,Kenneth Carroll,2024-06-17 00:00:00,5865 - West Cindyfort,HL12vb-541,"Rivera, Baker and Bass",United States,USD,Union,3126,2024-06-17 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Union,915501,Carla James,2024-06-17 00:00:00,5447 - Dawsonshire,ES81ZE-648,Ferguson Inc,United States,USD,Union,8141.67,2024-06-17 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Union,905721,Tammy Anderson,2024-06-17 00:00:00,2339 - Jacquelineburgh,ug39CK-786,Day Ltd,United States,USD,Union,4086.65,2024-06-17 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,0.0,
1.0,Union,321251,Robert Tapia,2024-06-17 00:00:00,1780 - Yolandaton,jR38Ds-525,Morgan-Scott,United States,USD,Union,741556.16,2024-06-17 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,0.0,
1.0,Check Request,520198,David Daniels,2024-06-12 00:00:00,9974 - North James,Cf70OD-465,Alvarado-Davis,Canada,CAD,Account on Hold - Invoice in J&E,26692.86,2024-06-17 23:04:13,2024-06-17 23:04:13,verification,2024-06-17 23:04:13,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,487621,James Gilbert,2024-06-17 00:00:00,3489 - Calebhaven,ZD37WI-715,Adams LLC,Canada,CAD,Union,28.93,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,737906,Matthew Patton,2024-06-18 00:00:00,4814 - davisstad,za72ZI-930,Foster LLC,United States,USD,Union,1707415.37,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Union,119050,Lisa Martinez,2024-06-18 00:00:00,7443 - Thompsonberg,bM98mG-192,"Sanders, Williams and Smith",United States,USD,Union,2249070.79,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Union,613875,Erica Baker,2024-06-17 00:00:00,5560 - Cherylmouth,uW29So-635,"Davis, Mendez and Schneider",United States,USD,Union,180,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,429190,Joel Gonzales,2024-06-17 00:00:00,1315 - Bakerville,HF25aV-878,Reed Ltd,Canada,CAD,Union,19659.51,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,694321,Vincent Castillo,2024-06-18 00:00:00,1654 - brittanystad,Zq22ZA-124,Soto-Wolf,United States,USD,Union,522,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,481745,Claudia Brown,2024-06-18 00:00:00,2670 - East Wendy,yN41PQ-616,"Hansen, Miller and Barnes",United States,USD,Union,9083.29,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,977162,Destiny Bishop,2024-06-18 00:00:00,1582 - New Ashleyland,nW45Ub-948,"Gould, Ortiz and Thompson",United States,USD,Union,35935.7,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,704250,Austin White,2024-06-18 00:00:00,7685 - east michellefurt,Lh74Ss-139,Torres-Parks,United States,USD,Union,1700,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,795269,Desiree Booth,2024-06-18 00:00:00,1725 - East Jose,LE54qn-228,"Jordan, Campbell and Johnson",United States,USD,Union,409.38,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,411322,Mark Thomas,2024-06-17 00:00:00,2962 - east scott,Bg47eW-629,White Group,United States,USD,Union,21256.5,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,519353,Amber Wilson,2024-06-18 00:00:00,9079 - Terryfort,cJ71mH-396,Fowler-Gonzales,United States,USD,Union,24727.32,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,322916,Michael Valencia,2024-06-18 00:00:00,7560 - New Markport,Uj92TY-166,White-Heath,United States,USD,Account on Hold - Invoice NOT in J&E,5894.98,2024-06-18 00:00:00,2024-06-18 00:00:00,verification,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,851476,Amanda Love,2024-06-18 00:00:00,3177 - South William,zE24mG-165,Cohen-Cole,Canada,CAD,Account on Hold - Invoice NOT in J&E,81758.12,2024-06-18 00:00:00,2024-06-18 00:00:00,verification,2024-06-18 00:00:00,2024-06-18 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Engie,285701,Miguel Green,2024-06-18 00:00:00,4936 - new donna,ea68yk-056,Cruz and Sons,United States,USD,Engie Bills,6900.81,2024-06-18 00:00:00,2024-06-18 00:00:00,Engie Portal,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,145034,Michael Mathews,2024-06-18 00:00:00,3682 - Judithview,BM17jn-562,"Pena, Bennett and Gonzales",United States,USD,Engie Bills,9272.58,2024-06-18 00:00:00,2024-06-18 00:00:00,Engie Portal,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,362635,Nathan Burke,2024-06-18 00:00:00,4084 - Lake Joshua,jt38AU-331,Castaneda-Gonzalez,United States,USD,Engie Bills,3794.35,2024-06-18 00:00:00,2024-06-18 00:00:00,Engie Portal,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Engie,635348,Billy Wallace,2024-06-18 00:00:00,6251 - North John,CK76IJ-773,Beck-Conway,United States,USD,Engie Bills,8529.62,2024-06-18 00:00:00,2024-06-18 00:00:00,Engie Portal,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,263630,Cynthia Nguyen,2024-06-17 00:00:00,2793 - North Davidmouth,TP90nG-084,"Evans, Smith and Hayes",United States,USD,Union,303270.95,2024-06-18 00:00:00,2024-06-18 00:00:00,AP Processing,2024-06-18 00:00:00,2024-06-18 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Check Request,810921,Rodney Perry,2024-06-14 00:00:00,4161 - sullivanview,SM48yM-515,Anderson-Butler,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,201557.78,2024-06-18 14:42:12,2024-06-18 14:42:12,verification,2024-06-18 14:42:12,2024-06-19 00:00:00, COMPLETED ,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Check Request,322487,Sherri Thomas,2024-06-18 00:00:00,5207 - Lake Tammyville,Qe81ks-322,Jones PLC,United States,USD,Account on Hold - Invoice in J&E,13072.5,2024-06-18 15:33:21,2024-06-18 15:33:21,verification,2024-06-18 15:33:21,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,158210,Richard Rogers,2024-06-13 00:00:00,7952 - New Amy,LK95bm-432,Horn-Gaines,Canada,CAD,Marketing (i.e. Taxes),791,2024-06-18 15:33:23,2024-06-18 15:33:23,verification,2024-06-18 15:33:23,2024-06-20 00:00:00,COMPLETED,Invoice is in ready to transfer stage,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,554409,Matthew Ruiz,2024-06-17 00:00:00,8254 - Tonibury,tr25oH-361,Crawford-Alvarado,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,32633.5,2024-06-18 17:30:31,2024-06-18 17:30:31,verification,2024-06-18 17:30:31,2024-06-25 00:00:00,COMPLETED,Sent an mail to get the confirmation from the Epicor team _ 06/24/2024  confrimation received - Due date changed as 06/17/2024,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,653371,Lisa Martin,2024-06-17 00:00:00,5307 - East Thomas,Lv05XQ-158,Freeman-Morrison,United States,USD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,5000,2024-06-18 17:32:45,2024-06-18 17:32:45,verification,2024-06-18 17:32:45,2024-06-18 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,747981,Timothy Buck,2024-06-17 00:00:00,7435 - New Katherinefort,Ws27ds-783,Juarez and Sons,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,38465.13,2024-06-18 17:39:07,2024-06-18 17:39:07,verification,2024-06-18 17:39:07,2024-06-18 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,526525,Lee Morton,2024-06-07 00:00:00,7396 - North Steven,BP66Vp-504,Meyer-Mann,United States,USD,Payment Requested Outside of Supplier Type Terms - Invoice in J&E,9542.92,2024-06-18 17:40:35,2024-06-18 17:40:35,verification,2024-06-18 17:40:35,2024-06-20 00:00:00, COMPLETED ,Invoice is in ready to transfer stage,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,244431,Priscilla Romero,2024-06-18 00:00:00,3975 - Port Luis,kA82AI-823,"Bates, Bowman and Cox",Canada,CAD,Utility,8185.24,2024-06-18 21:55:20,2024-06-18 21:55:20,verification,2024-06-18 21:55:20,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,767647,Hailey Lewis,2024-06-18 00:00:00,1360 - East Joshua,Sf08wk-663,"Sanders, Rodriguez and Robinson",Canada,CAD,Utility,17354.15,2024-06-18 21:56:44,2024-06-18 21:56:44,verification,2024-06-18 21:56:44,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,693499,Amanda Barber,2024-06-07 00:00:00,1248 - hollyville,Ds71By-776,Sanchez-Garcia,United States,USD,AR Refund Check,47392.66,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,2045802 Supplier # is restricted - Please raise SMR to un restrict this vendor or help us alternative supplier #,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,659203,Zachary Miller,2024-06-10 00:00:00,3648 - New Michael,Sy20dK-356,Jones LLC,United States,USD,AR Refund Check,1921.2,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,391743,Timothy Walker,2024-06-12 00:00:00,9515 - Moodychester,IL44xZ-697,"Perry, Johnson and Wilkerson",United States,USD,AR Refund Check,1435.56,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,991058,Laura Kelley,2024-06-12 00:00:00,8885 - Sherryburgh,NA50jA-047,"Schneider, Mcdonald and Adams",United States,USD,AR Refund Check,131.57,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,485834,Nicholas Abbott,2024-06-13 00:00:00,5956 - south jamesbury,FA25hO-789,Johnson Inc,United States,USD,AR Refund Check,1515.5,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,464166,Amber Kennedy,2024-06-13 00:00:00,5195 - Andrewchester,JN68QV-296,Macdonald-Reyes,United States,USD,AR Refund Check,308.19,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,168941,Jessica Adams,2024-06-13 00:00:00,2076 - MELISSAMOUTH,ea81GC-928,"Vance, Grimes and Fernandez",United States,USD,AR Refund Check,3112.19,2024-06-18 21:56:44,2024-06-18 21:56:44,AP Processing,2024-06-18 21:56:44,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,751762,Eileen Sanchez,2024-06-13 00:00:00,4945 - Jenniferton,hw17zu-682,Wall PLC,United States,USD,AR Refund Check,12221.75,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,627798,Randall Cox,2024-06-18 00:00:00,1000 - KIMBERLYBURGH,kk88Bo-680,"English, Grant and Walters",United States,USD,Union,1473.9,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,925761,Paul Wilson,2024-06-18 00:00:00,6978 - Bobbyside,Uf47Qo-141,"Figueroa, Osborne and Martinez",United States,USD,Union,13408.2,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,218074,Nicholas Beard,2024-06-18 00:00:00,8033 - New Nicholas,Bl63ya-177,Barnes-Wright,United States,USD,Union,3411.83,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,616280,Harold Wagner,2024-06-18 00:00:00,4231 - jessicahaven,ZJ18rh-357,Brown Inc,United States,USD,Union,170473.95,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,Union,211174,Martha Jacobs,2024-06-19 00:00:00,9353 - Goodmanshire,eq70xa-870,Logan Ltd,United States,USD,Union,727.04,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,677620,Jason Hudson,2024-06-19 00:00:00,1802 - Port Jessica,zK65uE-804,"Nolan, Preston and Hogan",United States,USD,Union,399.15,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00, COMPLETED ,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,361424,Beth Medina,2024-06-20 00:00:00,7918 - Johnsonchester,SB55Bz-526,Parker-Barber,United States,USD,AR Refund Check,42.27,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,156061,Jennifer Richards,2024-06-19 00:00:00,7520 - Lake Danielle,aY41WM-557,Wood-Buck,United States,USD,Union,67378.5,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Pass,Prashanth,Passed,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,864253,David Mitchell,2024-06-17 00:00:00,7669 - ramseyfurt,MJ91Wr-907,Crawford and Sons,United States,USD,AR Refund Check,152.05,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,715497,Brad Fisher,2024-06-19 00:00:00,5154 - New Brucestad,HJ51Te-743,Bishop Ltd,United States,USD,Union,39046.4,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,865352,Ms. Mackenzie Barton,2024-06-19 00:00:00,9174 - PORT ERICA,Lv80zX-400,"Khan, Jones and Smith",United States,USD,Union,1306.85,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Union,808698,Sherri Smith,2024-06-19 00:00:00,7651 - Thomasborough,oj39Pk-445,Lloyd PLC,United States,USD,Union,1839.45,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,793569,Dennis Spencer,2024-06-19 00:00:00,1840 - South Victoriastad,vf17Pz-841,"Wheeler, Alvarado and Coleman",United States,USD,AR Refund Check,241.08,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-19 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,315420,Natalie Martinez,2024-06-18 00:00:00,4695 - NORTH CHRISTOPHERBOROUGH,Bm61fQ-759,"Phillips, Owens and Walker",Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1749.92,2024-06-19 00:00:00,2024-06-19 00:00:00,verification,2024-06-19 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,284546,Jeffrey Vaughn,2024-06-19 00:00:00,2592 - Lake Shelley,zU36lg-439,"Patton, Patterson and Johnson",Canada,CAD,Marketing (i.e. Taxes),500,2024-06-19 00:00:00,2024-06-19 00:00:00,verification,2024-06-19 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,516021,Brandi Camacho DVM,2024-06-19 00:00:00,9354 - Port Jasonport,mM97Zo-640,Jackson PLC,Canada,CAD,Payment Requested Outside of Supplier Type Terms - NOT Invoice in J&E,1584.83,2024-06-19 00:00:00,2024-06-19 00:00:00,verification,2024-06-19 00:00:00,2024-06-21 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,AR REFUND,191413,Heather Morales,2024-06-17 00:00:00,1020 - Port Rebeccaport,Ye27sU-275,Mullins PLC,United States,USD,AR Refund Check,178.59,2024-06-19 00:00:00,2024-06-19 00:00:00,AP Processing,2024-06-19 00:00:00,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
8.0,Check Request,310669,Michelle Wilson,2024-06-17 00:00:00,1627 - WOODSMOUTH,CH21eB-454,"Johnston, Smith and Schroeder",United States,USD,Legal Obligations (i.e. Taxes),5674,2024-06-19 10:33:31,2024-06-19 10:33:31,verification,2024-06-19 10:33:31,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
1.0,Check Request,383094,Stephanie Vargas,2024-06-17 00:00:00,1889 - Rosalesside,jc89Iz-655,Bailey-Miller,United States,USD,Legal Obligations (i.e. Taxes),1735,2024-06-19 10:34:31,2024-06-19 10:34:31,verification,2024-06-19 10:34:31,2024-06-20 00:00:00,COMPLETED,,,Not Audited,,,0.0,,,,Jun-24,1.0,
